357822,73,1,6
358137,72,3,5
358452,72,2,6
358767,72,2,6
359082,69,2,9
359397,71,3,6
359712,70,3,7
360027,72,3,5
360342,71,4,5
360657,69,2,9
360972,71,4,5
361287,69,1,10
361603,71,2,7
361918,72,4,4
362233,72,3,5
362548,72,2,6
362863,70,2,8
363178,71,2,7
363493,70,1,9
363808,73,2,5
364123,69,1,10
364439,71,3,6
364754,75,3,2
365069,76,2,2
365384,71,2,7
365699,76,4,0
366019,91,73,0
366338,90,71,0
366657,87,71,0
366976,89,75,0
367295,93,73,0
367614,89,75,0
367933,89,73,0
368252,89,72,0
368571,89,75,0
368890,87,74,0
369209,92,75,0
369528,87,76,0
369847,86,71,0
370166,87,75,0
370485,90,75,0
370804,89,71,0
371123,89,70,0
371442,88,75,0
371761,90,74,0
372080,93,70,0
372399,87,73,0
372718,95,73,0
373035,99,62,0
373349,38,41,1
373664,32,45,3
373979,37,43,0
374294,36,43,1
374609,39,42,0
374924,36,42,2
375239,37,43,0
375554,36,45,0
375869,37,42,1
376184,37,42,1
376499,38,44,0
376814,38,43,0
377129,41,40,0
377444,40,28,12
377760,40,29,11
378076,37,32,11
378392,40,29,11
378708,40,30,10
379024,42,29,9
379339,41,28,11
379655,45,22,13
379971,47,24,9
380286,51,18,11
380602,47,19,14
380918,48,19,13
381234,45,22,13
381550,50,20,10
381866,52,15,13
382182,53,14,13
382498,58,9,13
382814,66,5,9
383129,72,3,5
383444,75,0,5
383759,72,3,5
384074,74,2,4
384389,71,3,6
384704,73,5,2
385019,78,4,0
385334,73,5,2
385649,68,2,10
385965,75,6,0
386280,71,5,4
386595,74,6,0
386910,74,7,0
387225,70,5,5
387540,73,6,1
387855,69,7,4
388170,70,5,5
388485,70,5,5
388800,71,6,3
389115,74,8,0
389430,69,6,5
389745,69,5,6
390060,75,4,1
390375,72,5,3
390690,71,8,1
391005,70,6,4
391320,70,5,5
391635,70,6,4
391950,70,6,4
392265,69,6,5
392580,70,6,4
392895,70,5,5
393210,72,7,1
393525,68,6,6
393840,70,5,5
394155,71,7,2
394470,69,5,6
394785,71,6,3
395100,73,6,1
395415,71,6,3
395730,74,6,0
396045,71,6,3
396360,72,7,1
396675,69,5,6
396990,28,47,5
397306,17,53,10
397623,21,52,7
397937,20,48,12
398253,21,47,12
398569,19,47,14
398885,21,45,14
399201,19,46,15
399517,20,47,13
399833,20,50,10
400149,21,48,11
400465,20,46,14
400781,21,46,13
401097,20,47,13
401413,20,49,11
401729,20,47,13
402045,21,45,14
402361,21,46,13
402677,20,47,13
402993,20,46,14
403309,20,47,13
403625,20,46,14
403941,21,47,12
404257,20,51,9
404573,20,57,3
404888,29,54,0
405203,28,53,0
405522,31,43,6
405836,38,39,3
406151,40,37,3
406466,39,39,2
406781,38,22,20
407097,36,33,11
407417,115,73,0
407735,115,72,0
408053,115,77,0
408371,115,74,0
408689,111,73,0
409008,107,75,0
409327,100,74,0
409646,97,73,0
409964,107,73,0
410283,100,72,0
410602,99,76,0
410921,96,73,0
411240,102,73,0
411559,101,72,0
411878,100,72,0
412197,98,73,0
412516,98,76,0
412835,103,76,0
413154,99,75,0
413473,97,76,0
413792,98,72,0
414111,98,77,0
414430,100,75,0
414749,99,70,0
415068,97,72,0
415387,97,75,0
415706,97,76,0
416025,96,71,0
416340,37,32,11
416656,35,27,18
416973,38,31,11
417292,65,45,0
417610,95,62,0
417928,98,68,0
418246,102,66,0
418563,99,65,0
418881,96,69,0
419199,95,65,0
419517,97,68,0
419835,102,68,0
420153,99,66,0
420470,101,68,0
420788,99,66,0
421106,98,72,0
421424,89,70,0
421739,46,8,26
422055,39,4,37
422371,39,4,37
422687,39,6,35
423003,38,6,36
423319,37,7,36
423635,36,6,38
423951,38,6,36
424267,39,6,35
424583,38,6,36
424903,95,72,0
425222,98,71,0
425541,99,71,0
425860,100,74,0
426179,98,72,0
426498,98,74,0
426817,99,71,0
427136,99,73,0
427455,101,75,0
427774,101,75,0
428093,97,75,0
428412,97,74,0
428731,98,73,0
429049,112,73,0
429368,96,76,0
429687,99,74,0
430006,101,74,0
430325,98,76,0
430644,100,73,0
430960,35,48,0
431277,47,38,0
431595,102,67,0
431913,99,67,0
432231,99,69,0
432549,98,65,0
432864,34,33,13
433181,35,28,17
433497,36,32,12
433814,35,34,11
434133,58,45,0
434451,97,68,0
434769,96,68,0
435085,35,40,5
435400,37,21,22
435716,37,22,21
436032,38,24,18
436348,38,22,20
436665,37,30,13
436982,39,30,11
437299,37,31,12
437615,39,22,19
437931,39,21,20
438250,84,64,0
438569,98,71,0
438888,99,73,0
439207,101,72,0
439525,131,75,0
439844,98,73,0
440162,97,75,0
440481,101,73,0
440800,100,75,0
441119,100,71,0
441437,99,74,0
441756,97,74,0
442075,95,76,0
442394,94,75,0
442713,93,71,0
443032,94,74,0
443351,92,72,0
443670,94,69,0
443989,95,70,0
444308,94,73,0
444627,92,75,0
444946,93,74,0
445265,90,73,0
445584,91,74,0
445903,91,73,0
446222,93,76,0
446541,91,74,0
446860,93,68,0
447179,94,72,0
447498,96,66,0
447817,92,75,0
